tweet_id,date_time,favorites,followers,friends,retweets
857393404942143489,Thu Apr 27 00:38:11 +0000 2017,5476,9012343,18,1488
857263160327368704,Wed Apr 26 16:00:39 +0000 2017,18730,9012343,18,4117
857214891891077121,Wed Apr 26 12:48:51 +0000 2017,208,9012343,18,16
857062103051644929,Wed Apr 26 02:41:43 +0000 2017,0,9012343,18,154
857029823797047296,Wed Apr 26 00:33:27 +0000 2017,17548,9012343,18,3629
856543823941562368,Mon Apr 24 16:22:16 +0000 2017,15285,9012343,18,2635
856526610513747968,Mon Apr 24 15:13:52 +0000 2017,11135,9012343,18,1716
856330835276025856,Mon Apr 24 02:15:55 +0000 2017,0,9012343,18,613
856288084350160898,Sun Apr 23 23:26:03 +0000 2017,491,9012343,18,15
856282028240666624,Sun Apr 23 23:01:59 +0000 2017,25970,9012343,18,5781
855862651834028034,Sat Apr 22 19:15:32 +0000 2017,312,9012343,18,22
855860136149123072,Sat Apr 22 19:05:32 +0000 2017,4571,9012343,18,883
855857698524602368,Sat Apr 22 18:55:51 +0000 2017,11128,9012343,18,1931
855851453814013952,Sat Apr 22 18:31:02 +0000 2017,43044,9012343,18,16632
855818117272018944,Sat Apr 22 16:18:34 +0000 2017,24977,9012343,18,4984
855459453768019968,Fri Apr 21 16:33:22 +0000 2017,27879,9012343,18,7544
855245323840757760,Fri Apr 21 02:22:29 +0000 2017,0,9012343,18,5473
855138241867124737,Thu Apr 20 19:16:59 +0000 2017,0,9012343,18,39
854732716440526848,Wed Apr 19 16:25:34 +0000 2017,21310,9012343,18,5576
854482394044301312,Tue Apr 18 23:50:52 +0000 2017,27388,9012343,18,6267
854365224396361728,Tue Apr 18 16:05:17 +0000 2017,17717,9012343,18,4313
854120357044912130,Mon Apr 17 23:52:16 +0000 2017,30041,9012343,18,6860
854010172552949760,Mon Apr 17 16:34:26 +0000 2017,15287,9012343,18,2905
853760880890318849,Mon Apr 17 00:03:50 +0000 2017,26867,9012343,18,5316
853639147608842240,Sun Apr 16 16:00:07 +0000 2017,32560,9012343,18,9232
853299958564483072,Sat Apr 15 17:32:18 +0000 2017,14588,9012343,18,3282
852936405516943360,Fri Apr 14 17:27:40 +0000 2017,0,9012343,18,1847
852912242202992640,Fri Apr 14 15:51:39 +0000 2017,8495,9012343,18,1668
852672615818899456,Thu Apr 13 23:59:28 +0000 2017,14085,9012343,18,2005
852553447878664193,Thu Apr 13 16:05:56 +0000 2017,15365,9012343,18,3234
852311364735569921,Thu Apr 13 00:03:59 +0000 2017,31273,9012343,18,9210
852226086759018497,Wed Apr 12 18:25:07 +0000 2017,18857,9012343,18,6326
852189679701164033,Wed Apr 12 16:00:27 +0000 2017,10863,9012343,18,1473
851861385021730816,Tue Apr 11 18:15:55 +0000 2017,0,9012343,18,19
851591660324737024,Tue Apr 11 00:24:08 +0000 2017,15405,9012343,18,3244
